,Kateqoriya,Sah?,Ç?xar??,T?mir,Otaq Say?,Rayon,Q?s?b?,Elan ID,Qiym?t,Elan Sahibi,?poteka,Elan Linki,Enine Koordinat,Uzununa Koordinat,Evin M?rt?b?si,Ümumi M?rt?b? Say?
1848,Köhn? tikili,100,var,var,4,Neapol dair?si,?hm?dli m.,5374486,179000,vasit?çi (agent),var,https://bina.az/items/5374486,40.38255211,49.9602399,1,9
1849,Yeni tikili,49,yoxdur,var,2,Q?? park?,Sirk,5272100,155000,vasit?çi (agent),Yoxdur,https://bina.az/items/5272100,40.37935253,49.83867066,9,16
1850,Yeni tikili,95,var,var,2,['Nizami r.'],Yoxdur,5374322,185000,vasit?çi (agent),var,https://bina.az/items/5374322,40.40897895,49.95816795,5,18
1851,Yeni tikili,55,var,var,2,Neftçil?r m.,Nizami r.,5374580,130000,vasit?çi (agent),var,https://bina.az/items/5374580,40.40925308,49.94851799,10,11
1852,Köhn? tikili,85,var,var,3,Xalqlar Dostlu?u m.,Nizami r.,5374618,178000,vasit?çi (agent),var,https://bina.az/items/5374618,40.39884034,49.95746339,6,9
1853,Yeni tikili,75,var,var,2,Xalqlar Dostlu?u m.,?hm?dli m.,5271572,156000,vasit?çi (agent),var,https://bina.az/items/5271572,40.39238523,49.95814994,3,16
1854,Köhn? tikili,60,var,var,3,Neapol dair?si,X?tai r.,5374646,130000,vasit?çi (agent),var,https://bina.az/items/5374646,40.38052522,49.96600027,7,9
1855,Yeni tikili,38,yoxdur,var,2,Bak? Slavyan Universiteti,Az?rbaycan Dill?r Universiteti,5345532,150000,vasit?çi (agent),Yoxdur,https://bina.az/items/5345532,40.38374329,49.84525281,15,16
1856,Yeni tikili,108,yoxdur,yoxdur,3,['Ab?eron r.'],Yoxdur,5376480,129600,mülkiyy?tçi,Yoxdur,https://bina.az/items/5376480,40.455101,49.734119,2,14
1857,Yeni tikili,67,var,var,2,N?simi m.,Z?rif? ?liyeva ad?na park,5376476,157000,vasit?çi (agent),var,https://bina.az/items/5376476,40.42505864,49.82381365,7,18
1858,Yeni tikili,61,var,var,2,Memar ?c?mi m.,Bin?q?di r.,5376474,142000,vasit?çi (agent),Yoxdur,https://bina.az/items/5376474,40.41070625,49.81587672,5,17
1859,Köhn? tikili,80,var,var,3,Ukrayna dair?si,H?zi Aslanov m.,5302232,185000,vasit?çi (agent),var,https://bina.az/items/5302232,40.37783267,49.95944521,9,9
1860,Yeni tikili,72,var,var,3,?n?aatç?lar m.,Yasamal r.,5207077,167000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5207077,40.394,49.795,8,18
1861,Köhn? tikili,52,var,var,2,X?tai r.,?hm?dli q.,5376471,130000,vasit?çi (agent),var,https://bina.az/items/5376471,40.36181231,49.9608292,7,9
1862,Köhn? tikili,50,var,var,2,Z?rif? ?liyeva ad?na park,N?simi m.,5350625,140000,vasit?çi (agent),Yoxdur,https://bina.az/items/5350625,40.42180302,49.82249986,2,5
1863,Yeni tikili,50,yoxdur,var,2,20 Yanvar m.,Yasamal r.,5003590,168000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5003590,40.40472092,49.80207477,15,17
1864,Köhn? tikili,50,var,var,2,20 Yanvar m.,Memar ?c?mi m.,5350622,133000,vasit?çi (agent),Yoxdur,https://bina.az/items/5350622,40.4061232,49.8104516,2,5
1865,Yeni tikili,60,yoxdur,yoxdur,2,['Bin?q?di r.'],Yoxdur,5337431,141000,vasit?çi (agent),Yoxdur,https://bina.az/items/5337431,40.42184923,49.81294433,12,16
1866,Yeni tikili,280,var,yoxdur,5,Z?rif? ?liyeva ad?na park,N?simi m.,5272266,190000,vasit?çi (agent),Yoxdur,https://bina.az/items/5272266,40.4201041,49.8254181,17,17
1867,Köhn? tikili,65,var,var,3,Xalqlar Dostlu?u m.,Nizami r.,5376464,175000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5376464,40.40130398,49.9577988,4,5
1868,Köhn? tikili,45,var,var,1,?n?aatç?lar m.,Yasamal r.,5369722,129000,mülkiyy?tçi,var,https://bina.az/items/5369722,40.39279769,49.79406195,3,9
1869,Köhn? tikili,55,var,var,2,Yasamal bazar?,ASAN Xidm?t ?3,5314363,153000,vasit?çi (agent),Yoxdur,https://bina.az/items/5314363,40.38163554,49.80443145,2,5
1870,Yeni tikili,35,yoxdur,var,2,Az?rbaycan turizm institutu,G?nclik m.,5368558,140000,vasit?çi (agent),Yoxdur,https://bina.az/items/5368558,40.39715039,49.8615418,5,16
1871,Köhn? tikili,55,var,var,2,Sovetski,N?rimanov heyk?li,5339810,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5339810,40.37231411,49.82411994,6,9
1872,Yeni tikili,55,var,var,2,??rq bazar?,28 May m.,5373693,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/5373693,40.3859104,49.85302551,4,16
1873,Yeni tikili,50,yoxdur,var,2,20 Yanvar m.,N?simi r.,5179933,168000,vasit?çi (agent),Yoxdur,https://bina.az/items/5179933,40.40505154,49.80350156,15,16
1874,Yeni tikili,89,var,var,3,Ab?eron r.,Masaz?r q.,5241425,135000,vasit?çi (agent),Yoxdur,https://bina.az/items/5241425,40.49264986,49.74711386,6,10
1875,Köhn? tikili,52,var,var,2,Da?üstü park?,??hidl?r xiyaban?,5252483,157000,vasit?çi (agent),Yoxdur,https://bina.az/items/5252483,40.35867876,49.82887478,2,5
1876,Köhn? tikili,75,var,var,2,N?simi m.,Z?rif? ?liyeva ad?na park,5376443,145000,vasit?çi (agent),var,https://bina.az/items/5376443,40.42499331,49.82389948,5,9
1877,Yeni tikili,82,var,var,3,Ukrayna dair?si,H?zi Aslanov m.,5368428,188000,vasit?çi (agent),var,https://bina.az/items/5368428,40.3784411,49.95960862,11,15
1878,Yeni tikili,120,var,yoxdur,3,Melissa Park,20 Yanvar m.,5364736,190000,vasit?çi (agent),Yoxdur,https://bina.az/items/5364736,40.39913744,49.80763071,8,16
1879,Yeni tikili,70,var,var,2,H?zi Aslanov m.,X?tai r.,5370027,138999,vasit?çi (agent),Yoxdur,https://bina.az/items/5370027,40.37300557,49.95385962,9,16
1880,Yeni tikili,102,yoxdur,var,3,?n?aatç?lar m.,Yasamal r.,5339949,180000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5339949,40.394,49.795,12,21
1881,Yeni tikili,70,var,var,2,Yasamal r.,Yeni Yasamal q.,5376440,140000,vasit?çi (agent),var,https://bina.az/items/5376440,40.38836988,49.78648994,12,13
1882,Yeni tikili,78,var,var,3,Xalqlar Dostlu?u m.,X?tai r.,5283089,175000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5283089,40.3947706,49.96328831,5,16
1883,Yeni tikili,71,var,var,3,Yasamal bazar?,?n?aatç?lar m.,5376439,181000,vasit?çi (agent),var,https://bina.az/items/5376439,40.38396198,49.80533447,17,17
1884,Köhn? tikili,85,var,var,3,['X?tai r.'],Yoxdur,5373491,133000,vasit?çi (agent),var,https://bina.az/items/5373491,40.34391079,49.96202456,5,5
1885,Köhn? tikili,58,var,var,2,ASAN Xidm?t ?3,Yasamal bazar?,5376427,147000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5376427,40.379962,49.808995,2,9
1886,Köhn? tikili,65,var,var,2,N?simi m.,Z?rif? ?liyeva ad?na park,5376417,144000,mülkiyy?tçi,var,https://bina.az/items/5376417,40.4249068,49.82399007,9,9
1887,Köhn? tikili,70,var,var,2,N?simi m.,Bin?q?di r.,5376416,162000,vasit?çi (agent),Yoxdur,https://bina.az/items/5376416,40.42461092,49.82753896,3,9
1888,Köhn? tikili,35,var,var,1,?ah ?smay?l X?tai m.,X?tai r.,5253968,136000,vasit?çi (agent),Yoxdur,https://bina.az/items/5253968,40.37836104,49.87107388,4,4
1889,Köhn? tikili,40,var,var,1,Q?? park?,M?rk?zi Univermaq,5269990,135000,vasit?çi (agent),Yoxdur,https://bina.az/items/5269990,40.37436555,49.83766634,2,2
1890,Köhn? tikili,40,var,var,2,Q?? park?,M?rk?zi Univermaq,5091707,140000,vasit?çi (agent),var,https://bina.az/items/5091707,40.37437246,49.8377661,1,2
1891,Köhn? tikili,100,var,var,3,Memar ?c?mi m.,Bin?q?di r.,5376405,181000,vasit?çi (agent),var,https://bina.az/items/5376405,40.41899803,49.81082468,8,9
1892,Köhn? tikili,65,var,var,2,X?tai r.,?hm?dli q.,5376395,139000,vasit?çi (agent),var,https://bina.az/items/5376395,40.36688564,49.96255946,1,9
1893,Yeni tikili,97,var,var,3,Ab?eron r.,Masaz?r q.,5076426,129900,mülkiyy?tçi,var,https://bina.az/items/5076426,40.47802686,49.75375292,5,8
1894,Yeni tikili,89,var,var,3,Avtova?zal m.,Bin?q?di r.,5221225,159000,vasit?çi (agent),Yoxdur,https://bina.az/items/5221225,40.42359191,49.80353594,17,17
1895,Yeni tikili,62,yoxdur,var,2,Neftçil?r m.,Nizami r.,5275885,159000,vasit?çi (agent),Yoxdur,https://bina.az/items/5275885,40.41370076,49.95064788,11,14
1896,Köhn? tikili,80,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5303419,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5303419,40.41971736,49.83838715,2,9
1897,Yeni tikili,50,var,var,2,D?rn?gül m.,Bin?q?di r.,5189129,151500,mülkiyy?tçi,var,https://bina.az/items/5189129,40.423807,49.86281607,10,10
1898,Yeni tikili,120,var,var,3,Ab?eron r.,Masaz?r q.,5148901,140000,vasit?çi (agent),Yoxdur,https://bina.az/items/5148901,40.49219702,49.7532177,2,6
1899,Köhn? tikili,50,var,var,2,8 Noyabr m.,N?rimanov r.,5052426,143000,vasit?çi (agent),Yoxdur,https://bina.az/items/5052426,40.3974913,49.82627436,4,5
1900,Köhn? tikili,75,var,var,3,Memar ?c?mi m.,N?simi r.,5371509,163000,vasit?çi (agent),Yoxdur,https://bina.az/items/5371509,40.41095549,49.81711564,8,9
1901,Köhn? tikili,65,var,var,2,H?zi Aslanov m.,X?tai r.,5275774,135000,vasit?çi (agent),Yoxdur,https://bina.az/items/5275774,40.36884453,49.96056992,5,9
1902,Köhn? tikili,60,var,var,3,Sabunçu r.,Bak?xanov q.,5210682,133000,vasit?çi (agent),Yoxdur,https://bina.az/items/5210682,40.42170002,49.95728715,3,5
1903,Yeni tikili,71,var,var,3,Yasamal bazar?,?n?aatç?lar m.,4587746,181000,mülkiyy?tçi,Yoxdur,https://bina.az/items/4587746,40.38394308,49.80532765,17,17
1904,Yeni tikili,52,var,var,2,['X?tai r.'],Yoxdur,5354485,186000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5354485,40.35519732,49.96065668,16,19
1905,Köhn? tikili,38,var,var,2,Memar ?c?mi m.,N?simi r.,4887008,155750,mülkiyy?tçi,Yoxdur,https://bina.az/items/4887008,40.4096599,49.82331,3,5
1906,Köhn? tikili,60,var,var,2,Bin?q?di r.,7-ci mikrorayon q.,5310376,139000,vasit?çi (agent),Yoxdur,https://bina.az/items/5310376,40.43235979,49.8532682,3,9
1907,Köhn? tikili,60,var,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5371319,160000,mülkiyy?tçi,var,https://bina.az/items/5371319,40.42993208,49.85000822,8,9
1908,Köhn? tikili,35,var,var,2,ASAN Xidm?t ?3,Yasamal bazar?,5279737,154000,vasit?çi (agent),Yoxdur,https://bina.az/items/5279737,40.379962,49.808995,2,4
1909,Köhn? tikili,60,var,var,3,ASAN Xidm?t ?3,Yasamal bazar?,5321192,189000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5321192,40.37940904,49.80484584,3,5
1910,Yeni tikili,100,var,var,4,Suraxan? r.,Yeni Gün??li q.,5361612,135000,vasit?çi (agent),Yoxdur,https://bina.az/items/5361612,40.37638507,49.97843401,9,9
1911,Yeni tikili,52,var,var,2,Bay?l q.,S?bail r.,5324295,145000,vasit?çi (agent),Yoxdur,https://bina.az/items/5324295,40.33804678,49.83146315,4,6
1912,Köhn? tikili,45,var,var,2,?zmir park?,M.Hüseynzad? park?,5370393,172000,vasit?çi (agent),var,https://bina.az/items/5370393,40.38609698,49.82431712,6,9
1913,Yeni tikili,66,var,var,2,S?bail r.,Bay?l q.,5369461,155000,vasit?çi (agent),Yoxdur,https://bina.az/items/5369461,40.32602954,49.82340144,2,17
1914,Köhn? tikili,90,var,var,3,Neftçil?r m.,Nizami r.,5376368,170000,vasit?çi (agent),var,https://bina.az/items/5376368,40.41035479,49.94346042,4,9
1915,Yeni tikili,65,var,var,3,Yasamal r.,Yeni Yasamal q.,5376323,149000,vasit?çi (agent),var,https://bina.az/items/5376323,40.40040588,49.79414169,8,9
1916,Yeni tikili,69,var,var,3,H?zi Aslanov m.,X?tai r.,5367114,184000,vasit?çi (agent),var,https://bina.az/items/5367114,40.37302865,49.95339454,15,17
1917,Yeni tikili,69,var,var,3,?hm?dli q.,X?tai r.,5376315,158000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5376315,40.36596366,49.96263827,13,15
1918,Yeni tikili,58,yoxdur,yoxdur,1,Sea Breeze,Sabunçu r.,5146526,160000,vasit?çi (agent),Yoxdur,https://bina.az/items/5146526,40.59140495,49.98521805,2,9
1919,Köhn? tikili,75,var,var,3,Bin?q?di r.,7-ci mikrorayon q.,5267566,190000,vasit?çi (agent),var,https://bina.az/items/5267566,40.4301447,49.8531172,9,9
1920,Yeni tikili,113,var,yoxdur,3,Ab?eron r.,Masaz?r q.,5313843,129000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5313843,40.47995483,49.75405329,4,9
1921,Yeni tikili,67,var,var,3,Sabunçu r.,Yeni Ramana q.,5221516,155000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5221516,40.441,49.979,10,10
1922,Köhn? tikili,70,var,var,3,Sabunçu r.,Bak?xanov q.,5345574,175000,mülkiyy?tçi,var,https://bina.az/items/5345574,40.41909552,49.96266603,6,9
1923,Yeni tikili,50,var,var,2,Memar ?c?mi m.,8 Noyabr m.,5299308,165000,mülkiyy?tçi,var,https://bina.az/items/5299308,40.40918279,49.82025146,7,18
1924,Köhn? tikili,75,var,var,2,N?simi bazar?,Park Zorge,4776617,185000,vasit?çi (agent),Yoxdur,https://bina.az/items/4776617,40.39218542,49.83809256,3,5
1925,Köhn? tikili,50,var,var,2,Memar ?c?mi m.,N?simi r.,5343849,130000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5343849,40.41043881,49.81622815,1,5
1926,Yeni tikili,53,var,var,2,Bin?q?di r.,7-ci mikrorayon q.,5323995,175000,mülkiyy?tçi,var,https://bina.az/items/5323995,40.43314727,49.85906839,6,10
1927,Köhn? tikili,50,var,var,2,Elml?r Akademiyas? m.,Yasamal r.,5348189,188400,mülkiyy?tçi,Yoxdur,https://bina.az/items/5348189,40.38263244,49.81292121,3,5
1928,Yeni tikili,70,var,var,3,H?zi Aslanov m.,X?tai r.,5328500,169500,mülkiyy?tçi,var,https://bina.az/items/5328500,40.37348981,49.9501133,8,10
1929,Köhn? tikili,80,var,var,3,Xalqlar Dostlu?u m.,X?tai r.,5335038,173000,vasit?çi (agent),Yoxdur,https://bina.az/items/5335038,40.39377712,49.9487403,1,9
1930,Köhn? tikili,85,var,var,3,Xalqlar Dostlu?u m.,Nizami r.,5368132,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5368132,40.40479899,49.95838352,6,9
1931,Köhn? tikili,60,var,var,2,N?simi m.,Bin?q?di r.,5348150,168000,mülkiyy?tçi,var,https://bina.az/items/5348150,40.42450326,49.81475851,3,9
1932,Yeni tikili,88,var,var,3,X?tai r.,H?zi Aslanov q.,4836427,169000,mülkiyy?tçi,var,https://bina.az/items/4836427,40.37296169,49.94081358,3,16
1933,Köhn? tikili,63,var,var,3,H?zi Aslanov m.,X?tai r.,5376203,160000,mülkiyy?tçi,var,https://bina.az/items/5376203,40.3735282,49.94959746,1,5
1934,Yeni tikili,45,var,var,2,N?riman N?rimanov m.,N?rimanov r.,4888139,167000,vasit?çi (agent),var,https://bina.az/items/4888139,40.39604049,49.86653161,15,17
1935,Yeni tikili,71,yoxdur,var,2,Sabunçu r.,Bak?xanov q.,5141182,179000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5141182,40.42844344,49.94319768,7,15
1936,Köhn? tikili,70,var,Yoxdur,3,Yasamal r.,Yeni Yasamal q.,5377472,180000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377472,40.39131327,49.78952829,4,9
1937,Köhn? tikili,75,var,var,3,Qara Qarayev m.,Nizami r.,5327471,152000,vasit?çi (agent),Yoxdur,https://bina.az/items/5327471,40.4177306,49.93469425,5,5
1938,Yeni tikili,57,yoxdur,var,2,Qara Qarayev m.,Nizami r.,5226546,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5226546,40.41714248,49.93520923,11,12
1939,Köhn? tikili,55,var,var,2,['N?rimanov r.'],Yoxdur,5323419,155000,vasit?çi (agent),Yoxdur,https://bina.az/items/5323419,40.41022928,49.83589086,2,5
1940,Yeni tikili,50,yoxdur,var,2,??rq bazar?,N?rimanov r.,5344573,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5344573,40.38873713,49.85470157,9,12
1941,Yeni tikili,65,var,yoxdur,2,Bin?q?di r.,8-ci mikrorayon q.,5377459,162500,vasit?çi (agent),Yoxdur,https://bina.az/items/5377459,40.41329396,49.83604077,15,18
1942,Yeni tikili,52,yoxdur,var,2,Qara Qarayev m.,Nizami r.,5280719,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5280719,40.41753456,49.93392177,8,14
1943,Yeni tikili,56,var,var,2,Qara Qarayev m.,Nizami r.,5337102,171000,vasit?çi (agent),var,https://bina.az/items/5337102,40.41733852,49.93349262,14,17
1944,Köhn? tikili,75,var,yoxdur,2,Qara Qarayev m.,Nizami r.,5221414,153000,vasit?çi (agent),var,https://bina.az/items/5221414,40.4177306,49.93452259,2,5
1945,Yeni tikili,64,var,var,2,['X?tai r.'],Yoxdur,5377440,159000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377440,40.35470386,49.96176706,19,19
1946,Yeni tikili,67,yoxdur,var,2,Azadl?q Prospekti m.,Bin?q?di r.,5372241,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372241,40.42227888,49.83894196,11,18
1947,Yeni tikili,45,var,var,2,Bak? Slavyan Universiteti,Az?rbaycan Dill?r Universiteti,5250336,164000,vasit?çi (agent),Yoxdur,https://bina.az/items/5250336,40.38483637,49.84486102,16,17
1948,Yeni tikili,67,var,var,1,N?riman N?rimanov m.,N?rimanov r.,5367594,167000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5367594,40.39969592,49.8813855,9,19
1949,Yeni tikili,85,var,var,2,N?riman N?rimanov m.,N?rimanov r.,5296625,158000,vasit?çi (agent),Yoxdur,https://bina.az/items/5296625,40.40945643,49.86979451,3,5
1950,Köhn? tikili,70,var,var,2,N?simi m.,9-cu mikrorayon q.,5377413,169000,vasit?çi (agent),var,https://bina.az/items/5377413,40.42569173,49.8152817,2,9
1951,Yeni tikili,93,var,var,3,H?zi Aslanov m.,X?tai r.,5148887,168000,vasit?çi (agent),var,https://bina.az/items/5148887,40.37309748,49.95346069,9,16
1952,Köhn? tikili,60,var,var,3,Memar ?c?mi m.,N?simi r.,5307707,155000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5307707,40.41109255,49.82207312,1,5
1953,Yeni tikili,55,var,var,2,H?zi Aslanov m.,X?tai r.,5367684,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5367684,40.37301951,49.9550079,15,16
1954,Köhn? tikili,80,var,var,3,H?zi Aslanov m.,X?tai r.,5377400,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377400,40.36692974,49.95451946,9,9
1955,Köhn? tikili,60,var,var,3,Ukrayna dair?si,?hm?dli m.,5377397,161000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377397,40.38131938,49.95575892,7,9
1956,Yeni tikili,75,var,var,2,?n?aatç?lar m.,Yasamal r.,5377390,180000,vasit?çi (agent),var,https://bina.az/items/5377390,40.39007053,49.79436161,6,17
1957,Yeni tikili,125,yoxdur,var,3,Neapol dair?si,X?tai r.,5358860,165000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5358860,40.3862313,49.96583104,7,16
1958,Yeni tikili,90,yoxdur,yoxdur,2,H?zi Aslanov m.,X?tai r.,5377386,159000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377386,40.37174431,49.95045811,9,17
1959,Köhn? tikili,100,var,var,3,X?tai r.,?hm?dli q.,5355548,163000,vasit?çi (agent),var,https://bina.az/items/5355548,40.36656229,49.96291117,3,9
1960,Köhn? tikili,70,var,var,3,Yasamal bazar?,?n?aatç?lar m.,5377374,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377374,40.38424137,49.80650859,4,5
1961,Yeni tikili,65,var,var,3,Neftçil?r m.,Qara Qarayev m.,5366908,179000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5366908,40.41100673,49.93983476,10,16
1962,Köhn? tikili,65,var,var,3,Sabunçu r.,Bak?xanov q.,5377362,155000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377362,40.4140626,49.96861849,5,5
1963,Köhn? tikili,60,var,var,2,Neftçil?r m.,Qara Qarayev m.,5301798,159000,vasit?çi (agent),Yoxdur,https://bina.az/items/5301798,40.4142493,49.93989706,3,9
1964,Köhn? tikili,60,var,var,3,Bin?q?di r.,7-ci mikrorayon q.,5359383,169999,mülkiyy?tçi,Yoxdur,https://bina.az/items/5359383,40.4301447,49.8531172,1,5
1965,Yeni tikili,75,var,var,2,H?zi Aslanov m.,X?tai r.,4875167,178000,mülkiyy?tçi,var,https://bina.az/items/4875167,40.37125837,49.95556355,5,17
1966,Yeni tikili,81,var,var,2,?n?aatç?lar m.,Yasamal r.,5377328,162000,vasit?çi (agent),var,https://bina.az/items/5377328,40.39188628,49.79216523,9,10
1967,Yeni tikili,55,var,var,2,H?zi Aslanov m.,X?tai r.,5377325,163000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5377325,40.37295003,49.95326983,6,15
1968,Yeni tikili,112,var,var,3,?n?aatç?lar m.,Yasamal r.,5363321,170000,vasit?çi (agent),Yoxdur,https://bina.az/items/5363321,40.39408394,49.79757102,12,16
1969,Köhn? tikili,60,var,var,2,Space TV,Yasamal r.,5377305,160000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5377305,40.36336816,49.8204635,1,5
1970,Yeni tikili,113,var,var,3,Sabunçu r.,Bak?xanov q.,5293462,170000,vasit?çi (agent),var,https://bina.az/items/5293462,40.4369527,49.9583745,7,19
1971,Köhn? tikili,42,var,var,2,N?rimanov heyk?li,Sovetski,5141281,160000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5141281,40.36741164,49.82300935,4,4
1972,Yeni tikili,63,var,var,1,?n?aatç?lar m.,Yasamal r.,5359176,164000,vasit?çi (agent),var,https://bina.az/items/5359176,40.39029271,49.80265617,4,16
1973,Yeni tikili,85,yoxdur,yoxdur,2,Qara Qarayev m.,Neftçil?r m.,5114854,175000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5114854,40.41250484,49.93557091,10,14
1974,Köhn? tikili,90,var,yoxdur,3,Xalqlar Dostlu?u m.,Nizami r.,5330365,172000,vasit?çi (agent),Yoxdur,https://bina.az/items/5330365,40.40165122,49.95203382,1,5
1975,Yeni tikili,50,var,var,2,20 Yanvar m.,?n?aatç?lar m.,5317049,155000,vasit?çi (agent),var,https://bina.az/items/5317049,40.39744039,49.80647203,11,17
1976,Yeni tikili,56,var,var,2,Park Zorge,Tibb Universiteti,5372227,165000,vasit?çi (agent),Yoxdur,https://bina.az/items/5372227,40.39344778,49.83494988,4,4
1977,Yeni tikili,67,var,var,1,N?riman N?rimanov m.,N?rimanov r.,5305782,173000,vasit?çi (agent),Yoxdur,https://bina.az/items/5305782,40.39968135,49.88131165,17,19
1978,Yeni tikili,78,var,yoxdur,2,['X?tai r.'],Yoxdur,5334712,166000,vasit?çi (agent),Yoxdur,https://bina.az/items/5334712,40.36860148,49.94011246,16,21
1979,Yeni tikili,70,var,var,2,?n?aatç?lar m.,Yasamal r.,5225264,169000,vasit?çi (agent),Yoxdur,https://bina.az/items/5225264,40.394,49.795,11,18
1980,Yeni tikili,65,var,var,2,X?tai r.,H?zi Aslanov q.,5321480,177000,mülkiyy?tçi,var,https://bina.az/items/5321480,40.37057534,49.94007303,10,16
1981,Köhn? tikili,70,var,var,2,Xaqani ba??,Sahil ba??,5291070,180000,vasit?çi (agent),Yoxdur,https://bina.az/items/5291070,40.37321191,49.84574318,2,3
1982,Yeni tikili,52,var,var,3,Azadl?q Prospekti m.,D?rn?gül m.,5377217,155000,vasit?çi (agent),var,https://bina.az/items/5377217,40.42561893,49.85213505,16,18
1983,Yeni tikili,52,var,var,2,20 Yanvar m.,?n?aatç?lar m.,5330717,155000,vasit?çi (agent),var,https://bina.az/items/5330717,40.39736271,49.80614671,14,19
1984,Yeni tikili,65,yoxdur,var,2,20 Yanvar m.,8 Noyabr m.,5377210,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377210,40.40612568,49.81503004,11,13
1985,Yeni tikili,88,var,yoxdur,2,X?tai r.,H?zi Aslanov q.,5150302,159000,mülkiyy?tçi,var,https://bina.az/items/5150302,40.35561987,49.96058464,2,17
1986,Köhn? tikili,68,var,yoxdur,3,Xalqlar Dostlu?u m.,X?tai r.,5377206,175000,mülkiyy?tçi,var,https://bina.az/items/5377206,40.39446233,49.95910508,3,9
1987,Yeni tikili,59,yoxdur,yoxdur,1,Sabunçu r.,Nardaran q.,5054813,176000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5054813,40.57724747,49.94037104,4,9
1988,Yeni tikili,55,var,var,2,H?zi Aslanov m.,X?tai r.,5377202,163000,vasit?çi (agent),var,https://bina.az/items/5377202,40.37248339,49.96251516,6,15
1989,Köhn? tikili,70,var,var,3,X?tai r.,H?zi Aslanov q.,5377189,177000,mülkiyy?tçi,Yoxdur,https://bina.az/items/5377189,40.37555322,49.92010136,2,4
1990,Yeni tikili,71,var,var,2,Neapol dair?si,X?tai r.,5377181,160000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377181,40.38080671,49.96502135,7,20
1991,Yeni tikili,70,yoxdur,var,2,Azadl?q Prospekti m.,N?simi m.,5023087,178000,vasit?çi (agent),Yoxdur,https://bina.az/items/5023087,40.42188597,49.83626301,14,18
1992,Köhn? tikili,50,var,var,2,Space TV,Yasamal r.,5377173,178500,vasit?çi (agent),Yoxdur,https://bina.az/items/5377173,40.36351348,49.81964315,5,5
1993,Köhn? tikili,80,var,var,3,Xalqlar Dostlu?u m.,Nizami r.,5367849,180000,vasit?çi (agent),var,https://bina.az/items/5367849,40.39980648,49.95651156,6,9
1994,Köhn? tikili,100,var,var,3,Xalqlar Dostlu?u m.,Nizami r.,5370503,180000,vasit?çi (agent),var,https://bina.az/items/5370503,40.39725697,49.95857302,4,5
1995,Köhn? tikili,85,var,var,3,['X?tai r.'],Yoxdur,5369392,178000,vasit?çi (agent),var,https://bina.az/items/5369392,40.36459599,49.96039377,4,9
1996,Yeni tikili,75,var,var,2,Ukrayna dair?si,?hm?dli m.,5377149,177000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377149,40.37915621,49.95746976,5,17
1997,Yeni tikili,47,yoxdur,yoxdur,1,Sabunçu r.,Nardaran q.,4671577,169500,vasit?çi (agent),Yoxdur,https://bina.az/items/4671577,40.575821,49.989346,2,7
1998,Yeni tikili,62,var,var,2,H?zi Aslanov m.,X?tai r.,5377130,175000,vasit?çi (agent),Yoxdur,https://bina.az/items/5377130,40.37109925,49.95519845,13,17
